,abilities_number,ability_1,ability_2,ability_hidden,attack,base_experience,base_friendship,catch_rate,defense,egg_cycles,egg_type_1,egg_type_2,egg_type_number,generation,growth_rate,height_m,hp,is_legendary,is_mythical,is_sub_legendary,name,percentage_male,pokedex_number,sp_attack,sp_defense,species,speed,total_points,type_1,type_2,type_number,weight_kg
440,2,Intimidate,,Moxie,135.0,270.0,35.0,45.0,80.0,40.0,Dragon,,1,3,Slow,1.5,95.0,0,0,0,Salamence,50.0,373,110.0,80.0,Dragon Pokémon,100.0,600.0,Dragon,Flying,2,102.6
441,1,Aerilate,,,145.0,315.0,35.0,45.0,130.0,40.0,Dragon,,1,3,Slow,1.8,95.0,0,0,0,Mega Salamence,50.0,373,120.0,90.0,Dragon Pokémon,120.0,700.0,Dragon,Flying,2,112.6
442,2,Clear Body,,Light Metal,55.0,60.0,35.0,3.0,80.0,40.0,Mineral,,1,3,Slow,0.6,40.0,0,0,0,Beldum,,374,35.0,60.0,Iron Ball Pokémon,30.0,300.0,Steel,Psychic,2,95.2
443,2,Clear Body,,Light Metal,75.0,147.0,35.0,3.0,100.0,40.0,Mineral,,1,3,Slow,1.2,60.0,0,0,0,Metang,,375,55.0,80.0,Iron Claw Pokémon,50.0,420.0,Steel,Psychic,2,202.5
444,2,Clear Body,,Light Metal,135.0,270.0,35.0,3.0,130.0,40.0,Mineral,,1,3,Slow,1.6,80.0,0,0,0,Metagross,,376,95.0,90.0,Iron Leg Pokémon,70.0,600.0,Steel,Psychic,2,550.0
445,1,Tough Claws,,,145.0,315.0,35.0,3.0,150.0,40.0,Mineral,,1,3,Slow,2.5,80.0,0,0,0,Mega Metagross,,376,105.0,110.0,Iron Leg Pokémon,110.0,700.0,Steel,Psychic,2,942.9
446,2,Clear Body,,Sturdy,100.0,261.0,35.0,3.0,200.0,80.0,Undiscovered,,1,3,Slow,1.7,80.0,0,0,1,Regirock,,377,50.0,100.0,Rock Peak Pokémon,50.0,580.0,Rock,,1,230.0
447,2,Clear Body,,Ice Body,50.0,261.0,35.0,3.0,100.0,80.0,Undiscovered,,1,3,Slow,1.8,80.0,0,0,1,Regice,,378,100.0,200.0,Iceberg Pokémon,50.0,580.0,Ice,,1,175.0
448,2,Clear Body,,Light Metal,75.0,261.0,35.0,3.0,150.0,80.0,Undiscovered,,1,3,Slow,1.9,80.0,0,0,1,Registeel,,379,75.0,150.0,Iron Pokémon,50.0,580.0,Steel,,1,205.0
449,1,Levitate,,,80.0,270.0,90.0,3.0,90.0,120.0,Undiscovered,,1,3,Slow,1.4,80.0,0,0,1,Latias,0.0,380,110.0,130.0,Eon Pokémon,110.0,600.0,Dragon,Psychic,2,40.0
450,1,Levitate,,,100.0,315.0,90.0,3.0,120.0,120.0,Undiscovered,,1,3,Slow,1.8,80.0,0,0,1,Mega Latias,0.0,380,140.0,150.0,Eon Pokémon,110.0,700.0,Dragon,Psychic,2,52.0
451,1,Levitate,,,90.0,270.0,90.0,3.0,80.0,120.0,Undiscovered,,1,3,Slow,2.0,80.0,0,0,1,Latios,100.0,381,130.0,110.0,Eon Pokémon,110.0,600.0,Dragon,Psychic,2,60.0
452,1,Levitate,,,130.0,315.0,90.0,3.0,100.0,120.0,Undiscovered,,1,3,Slow,2.3,80.0,0,0,1,Mega Latios,100.0,381,160.0,120.0,Eon Pokémon,110.0,700.0,Dragon,Psychic,2,70.0
453,1,Drizzle,,,100.0,302.0,0.0,3.0,90.0,120.0,Undiscovered,,1,3,Slow,4.5,100.0,1,0,0,Kyogre,,382,150.0,140.0,Sea Basin Pokémon,90.0,670.0,Water,,1,352.0
454,1,Primordial Sea,,,150.0,347.0,0.0,5.0,90.0,120.0,Undiscovered,,1,3,Slow,9.8,100.0,1,0,0,Primal Kyogre,,382,180.0,160.0,Sea Basin Pokémon,90.0,770.0,Water,,1,430.0
455,1,Drought,,,150.0,302.0,0.0,3.0,140.0,120.0,Undiscovered,,1,3,Slow,3.5,100.0,1,0,0,Groudon,,383,100.0,90.0,Continent Pokémon,90.0,670.0,Ground,,1,950.0
456,1,Desolate Land,,,180.0,347.0,0.0,5.0,160.0,120.0,Undiscovered,,1,3,Slow,5.0,100.0,1,0,0,Primal Groudon,,383,150.0,90.0,Continent Pokémon,90.0,770.0,Ground,Fire,2,999.7
457,1,Air Lock,,,150.0,306.0,0.0,45.0,90.0,120.0,Undiscovered,,1,3,Slow,7.0,105.0,1,0,0,Rayquaza,,384,150.0,90.0,Sky High Pokémon,95.0,680.0,Dragon,Flying,2,206.5
458,1,Delta Stream,,,180.0,351.0,0.0,3.0,100.0,120.0,Undiscovered,,1,3,Slow,10.8,105.0,1,0,0,Mega Rayquaza,,384,180.0,100.0,Sky High Pokémon,115.0,780.0,Dragon,Flying,2,392.0
459,1,Serene Grace,,,100.0,270.0,100.0,3.0,100.0,120.0,Undiscovered,,1,3,Slow,0.3,100.0,0,1,0,Jirachi,,385,100.0,100.0,Wish Pokémon,100.0,600.0,Steel,Psychic,2,1.1
460,1,Pressure,,,150.0,270.0,0.0,3.0,50.0,120.0,Undiscovered,,1,3,Slow,1.7,50.0,0,1,0,Deoxys Normal Forme,,386,150.0,50.0,DNA Pokémon,150.0,600.0,Psychic,,1,60.8
461,1,Pressure,,,180.0,270.0,0.0,3.0,20.0,120.0,Undiscovered,,1,3,Slow,1.7,50.0,0,1,0,Deoxys Attack Forme,,386,180.0,20.0,DNA Pokémon,150.0,600.0,Psychic,,1,60.8
462,1,Pressure,,,70.0,270.0,0.0,3.0,160.0,120.0,Undiscovered,,1,3,Slow,1.7,50.0,0,1,0,Deoxys Defense Forme,,386,70.0,160.0,DNA Pokémon,90.0,600.0,Psychic,,1,60.8
463,1,Pressure,,,95.0,270.0,0.0,3.0,90.0,120.0,Undiscovered,,1,3,Slow,1.7,50.0,0,1,0,Deoxys Speed Forme,,386,95.0,90.0,DNA Pokémon,180.0,600.0,Psychic,,1,60.8
464,2,Overgrow,,Shell Armor,68.0,64.0,70.0,45.0,64.0,20.0,Grass,Monster,2,4,Medium Slow,0.4,55.0,0,0,0,Turtwig,87.5,387,45.0,55.0,Tiny Leaf Pokémon,31.0,318.0,Grass,,1,10.2
465,2,Overgrow,,Shell Armor,89.0,142.0,70.0,45.0,85.0,20.0,Grass,Monster,2,4,Medium Slow,1.1,75.0,0,0,0,Grotle,87.5,388,55.0,65.0,Grove Pokémon,36.0,405.0,Grass,,1,97.0
466,2,Overgrow,,Shell Armor,109.0,236.0,70.0,45.0,105.0,20.0,Grass,Monster,2,4,Medium Slow,2.2,95.0,0,0,0,Torterra,87.5,389,75.0,85.0,Continent Pokémon,56.0,525.0,Grass,Ground,2,310.0
467,2,Blaze,,Iron Fist,58.0,62.0,70.0,45.0,44.0,20.0,Field,Human-Like,2,4,Medium Slow,0.5,44.0,0,0,0,Chimchar,87.5,390,58.0,44.0,Chimp Pokémon,61.0,309.0,Fire,,1,6.2
468,2,Blaze,,Iron Fist,78.0,142.0,70.0,45.0,52.0,20.0,Field,Human-Like,2,4,Medium Slow,0.9,64.0,0,0,0,Monferno,87.5,391,78.0,52.0,Playful Pokémon,81.0,405.0,Fire,Fighting,2,22.0
469,2,Blaze,,Iron Fist,104.0,240.0,70.0,45.0,71.0,20.0,Field,Human-Like,2,4,Medium Slow,1.2,76.0,0,0,0,Infernape,87.5,392,104.0,71.0,Flame Pokémon,108.0,534.0,Fire,Fighting,2,55.0
470,2,Torrent,,Defiant,51.0,63.0,70.0,45.0,53.0,20.0,Field,Water 1,2,4,Medium Slow,0.4,53.0,0,0,0,Piplup,87.5,393,61.0,56.0,Penguin Pokémon,40.0,314.0,Water,,1,5.2
471,2,Torrent,,Defiant,66.0,142.0,70.0,45.0,68.0,20.0,Field,Water 1,2,4,Medium Slow,0.8,64.0,0,0,0,Prinplup,87.5,394,81.0,76.0,Penguin Pokémon,50.0,405.0,Water,,1,23.0
472,2,Torrent,,Defiant,86.0,239.0,70.0,45.0,88.0,20.0,Field,Water 1,2,4,Medium Slow,1.7,84.0,0,0,0,Empoleon,87.5,395,111.0,101.0,Emperor Pokémon,60.0,530.0,Water,Steel,2,84.5
473,2,Keen Eye,,Reckless,55.0,49.0,70.0,255.0,30.0,15.0,Flying,,1,4,Medium Slow,0.3,40.0,0,0,0,Starly,50.0,396,30.0,30.0,Starling Pokémon,60.0,245.0,Normal,Flying,2,2.0
474,2,Intimidate,,Reckless,75.0,119.0,70.0,120.0,50.0,15.0,Flying,,1,4,Medium Slow,0.6,55.0,0,0,0,Staravia,50.0,397,40.0,40.0,Starling Pokémon,80.0,340.0,Normal,Flying,2,15.5
475,2,Intimidate,,Reckless,120.0,218.0,70.0,45.0,70.0,15.0,Flying,,1,4,Medium Slow,1.2,85.0,0,0,0,Staraptor,50.0,398,50.0,60.0,Predator Pokémon,100.0,485.0,Normal,Flying,2,24.9
476,3,Simple,Unaware,Moody,45.0,50.0,70.0,255.0,40.0,15.0,Field,Water 1,2,4,Medium Fast,0.5,59.0,0,0,0,Bidoof,50.0,399,35.0,40.0,Plump Mouse Pokémon,31.0,250.0,Normal,,1,20.0
477,3,Simple,Unaware,Moody,85.0,144.0,70.0,127.0,60.0,15.0,Field,Water 1,2,4,Medium Fast,1.0,79.0,0,0,0,Bibarel,50.0,400,55.0,60.0,Beaver Pokémon,71.0,410.0,Normal,Water,2,31.5
478,2,Shed Skin,,Run Away,25.0,39.0,70.0,255.0,41.0,15.0,Bug,,1,4,Medium Slow,0.3,37.0,0,0,0,Kricketot,50.0,401,25.0,41.0,Cricket Pokémon,25.0,194.0,Bug,,1,2.2
479,2,Swarm,,Technician,85.0,134.0,70.0,45.0,51.0,15.0,Bug,,1,4,Medium Slow,1.0,77.0,0,0,0,Kricketune,50.0,402,55.0,51.0,Cricket Pokémon,65.0,384.0,Bug,,1,25.5
480,3,Rivalry,Intimidate,Guts,65.0,53.0,70.0,235.0,34.0,20.0,Field,,1,4,Medium Slow,0.5,45.0,0,0,0,Shinx,50.0,403,40.0,34.0,Flash Pokémon,45.0,263.0,Electric,,1,9.5
481,3,Rivalry,Intimidate,Guts,85.0,127.0,100.0,120.0,49.0,20.0,Field,,1,4,Medium Slow,0.9,60.0,0,0,0,Luxio,50.0,404,60.0,49.0,Spark Pokémon,60.0,363.0,Electric,,1,30.5
482,3,Rivalry,Intimidate,Guts,120.0,235.0,70.0,45.0,79.0,20.0,Field,,1,4,Medium Slow,1.4,80.0,0,0,0,Luxray,50.0,405,95.0,79.0,Gleam Eyes Pokémon,70.0,523.0,Electric,,1,42.0
483,3,Natural Cure,Poison Point,Leaf Guard,30.0,56.0,70.0,255.0,35.0,20.0,Undiscovered,,1,4,Medium Slow,0.2,40.0,0,0,0,Budew,50.0,406,50.0,70.0,Bud Pokémon,55.0,280.0,Grass,Poison,2,1.2
484,3,Natural Cure,Poison Point,Technician,70.0,232.0,70.0,75.0,65.0,20.0,Fairy,Grass,2,4,Medium Slow,0.9,60.0,0,0,0,Roserade,50.0,407,125.0,105.0,Bouquet Pokémon,90.0,515.0,Grass,Poison,2,14.5
485,2,Mold Breaker,,Sheer Force,125.0,70.0,70.0,45.0,40.0,30.0,Monster,,1,4,Erratic,0.9,67.0,0,0,0,Cranidos,87.5,408,30.0,30.0,Head Butt Pokémon,58.0,350.0,Rock,,1,31.5
486,2,Mold Breaker,,Sheer Force,165.0,173.0,70.0,45.0,60.0,30.0,Monster,,1,4,Erratic,1.6,97.0,0,0,0,Rampardos,87.5,409,65.0,50.0,Head Butt Pokémon,58.0,495.0,Rock,,1,102.5
487,2,Sturdy,,Soundproof,42.0,70.0,70.0,45.0,118.0,30.0,Monster,,1,4,Erratic,0.5,30.0,0,0,0,Shieldon,87.5,410,42.0,88.0,Shield Pokémon,30.0,350.0,Rock,Steel,2,57.0
488,2,Sturdy,,Soundproof,52.0,173.0,70.0,45.0,168.0,30.0,Monster,,1,4,Erratic,1.3,60.0,0,0,0,Bastiodon,87.5,411,47.0,138.0,Shield Pokémon,30.0,495.0,Rock,Steel,2,149.5
489,2,Shed Skin,,Overcoat,29.0,45.0,70.0,120.0,45.0,15.0,Bug,,1,4,Medium Fast,0.2,40.0,0,0,0,Burmy,50.0,412,29.0,45.0,Bagworm Pokémon,36.0,224.0,Bug,,1,3.4
490,2,Anticipation,,Overcoat,59.0,148.0,70.0,45.0,85.0,15.0,Bug,,1,4,Medium Fast,0.5,60.0,0,0,0,Wormadam Plant Cloak,0.0,413,79.0,105.0,Bagworm Pokémon,36.0,424.0,Bug,Grass,2,6.5
491,2,Anticipation,,Overcoat,79.0,148.0,70.0,45.0,105.0,15.0,Bug,,1,4,Medium Fast,0.5,60.0,0,0,0,Wormadam Sandy Cloak,0.0,413,59.0,85.0,Bagworm Pokémon,36.0,424.0,Bug,Ground,2,6.5
492,2,Anticipation,,Overcoat,69.0,148.0,70.0,45.0,95.0,15.0,Bug,,1,4,Medium Fast,0.5,60.0,0,0,0,Wormadam Trash Cloak,0.0,413,69.0,95.0,Bagworm Pokémon,36.0,424.0,Bug,Steel,2,6.5
493,2,Swarm,,Tinted Lens,94.0,148.0,70.0,45.0,50.0,15.0,Bug,,1,4,Medium Fast,0.9,70.0,0,0,0,Mothim,100.0,414,94.0,50.0,Moth Pokémon,66.0,424.0,Bug,Flying,2,23.3
494,2,Honey Gather,,Hustle,30.0,49.0,70.0,120.0,42.0,15.0,Bug,,1,4,Medium Slow,0.3,30.0,0,0,0,Combee,87.5,415,30.0,42.0,Tiny Bee Pokémon,70.0,244.0,Bug,Flying,2,5.5
495,2,Pressure,,Unnerve,80.0,166.0,70.0,45.0,102.0,15.0,Bug,,1,4,Medium Slow,1.2,70.0,0,0,0,Vespiquen,0.0,416,80.0,102.0,Beehive Pokémon,40.0,474.0,Bug,Flying,2,38.5
496,3,Run Away,Pickup,Volt Absorb,45.0,142.0,100.0,200.0,70.0,10.0,Fairy,Field,2,4,Medium Fast,0.4,60.0,0,0,0,Pachirisu,50.0,417,45.0,90.0,EleSquirrel Pokémon,95.0,405.0,Electric,,1,3.9
497,2,Swift Swim,,Water Veil,65.0,66.0,70.0,190.0,35.0,20.0,Field,Water 1,2,4,Medium Fast,0.7,55.0,0,0,0,Buizel,50.0,418,60.0,30.0,Sea Weasel Pokémon,85.0,330.0,Water,,1,29.5
498,2,Swift Swim,,Water Veil,105.0,173.0,70.0,75.0,55.0,20.0,Field,Water 1,2,4,Medium Fast,1.1,85.0,0,0,0,Floatzel,50.0,419,85.0,50.0,Sea Weasel Pokémon,115.0,495.0,Water,,1,33.5
499,1,Chlorophyll,,,35.0,55.0,70.0,190.0,45.0,20.0,Fairy,Grass,2,4,Medium Fast,0.4,45.0,0,0,0,Cherubi,50.0,420,62.0,53.0,Cherry Pokémon,35.0,275.0,Grass,,1,3.3
500,1,Flower Gift,,,60.0,158.0,70.0,75.0,70.0,20.0,Fairy,Grass,2,4,Medium Fast,0.5,70.0,0,0,0,Cherrim,50.0,421,87.0,78.0,Blossom Pokémon,85.0,450.0,Grass,,1,9.3
501,3,Sticky Hold,Storm Drain,Sand Force,48.0,65.0,70.0,190.0,48.0,20.0,Amorphous,Water 1,2,4,Medium Fast,0.3,76.0,0,0,0,Shellos,50.0,422,57.0,62.0,Sea Slug Pokémon,34.0,325.0,Water,,1,6.3
502,3,Sticky Hold,Storm Drain,Sand Force,83.0,166.0,70.0,75.0,68.0,20.0,Amorphous,Water 1,2,4,Medium Fast,0.9,111.0,0,0,0,Gastrodon,50.0,423,92.0,82.0,Sea Slug Pokémon,39.0,475.0,Water,Ground,2,29.9
503,3,Technician,Pickup,Skill Link,100.0,169.0,100.0,45.0,66.0,20.0,Field,,1,4,Fast,1.2,75.0,0,0,0,Ambipom,50.0,424,60.0,66.0,Long Tail Pokémon,115.0,482.0,Normal,,1,20.3
504,3,Aftermath,Unburden,Flare Boost,50.0,70.0,70.0,125.0,34.0,30.0,Amorphous,,1,4,Fluctuating,0.4,90.0,0,0,0,Drifloon,50.0,425,60.0,44.0,Balloon Pokémon,70.0,348.0,Ghost,Flying,2,1.2
505,3,Aftermath,Unburden,Flare Boost,80.0,174.0,70.0,60.0,44.0,30.0,Amorphous,,1,4,Fluctuating,1.2,150.0,0,0,0,Drifblim,50.0,426,90.0,54.0,Blimp Pokémon,80.0,498.0,Ghost,Flying,2,15.0
506,3,Run Away,Klutz,Limber,66.0,70.0,0.0,190.0,44.0,20.0,Field,Human-Like,2,4,Medium Fast,0.4,55.0,0,0,0,Buneary,50.0,427,44.0,56.0,Rabbit Pokémon,85.0,350.0,Normal,,1,5.5
507,3,Cute Charm,Klutz,Limber,76.0,168.0,140.0,60.0,84.0,20.0,Field,Human-Like,2,4,Medium Fast,1.2,65.0,0,0,0,Lopunny,50.0,428,54.0,96.0,Rabbit Pokémon,105.0,480.0,Normal,,1,33.3
508,1,Scrappy,,,136.0,203.0,140.0,60.0,94.0,20.0,Field,Human-Like,2,4,Medium Fast,1.3,65.0,0,0,0,Mega Lopunny,50.0,428,54.0,96.0,Rabbit Pokémon,135.0,580.0,Normal,Fighting,2,28.3
509,1,Levitate,,,60.0,173.0,35.0,45.0,60.0,25.0,Amorphous,,1,4,Fast,0.9,60.0,0,0,0,Mismagius,50.0,429,105.0,105.0,Magical Pokémon,105.0,495.0,Ghost,,1,4.4
510,3,Insomnia,Super Luck,Moxie,125.0,177.0,35.0,30.0,52.0,20.0,Flying,,1,4,Medium Slow,0.9,100.0,0,0,0,Honchkrow,50.0,430,105.0,52.0,Big Boss Pokémon,71.0,505.0,Dark,Flying,2,27.3
511,3,Limber,Own Tempo,Keen Eye,55.0,62.0,70.0,190.0,42.0,20.0,Field,,1,4,Fast,0.5,49.0,0,0,0,Glameow,25.0,431,42.0,37.0,Catty Pokémon,85.0,310.0,Normal,,1,3.9
512,3,Thick Fat,Own Tempo,Defiant,82.0,158.0,70.0,75.0,64.0,20.0,Field,,1,4,Fast,1.0,71.0,0,0,0,Purugly,25.0,432,64.0,59.0,Tiger Cat Pokémon,112.0,452.0,Normal,,1,43.8
513,1,Levitate,,,30.0,57.0,70.0,120.0,50.0,25.0,Undiscovered,,1,4,Fast,0.2,45.0,0,0,0,Chingling,50.0,433,65.0,50.0,Bell Pokémon,45.0,285.0,Psychic,,1,0.6
514,3,Stench,Aftermath,Keen Eye,63.0,66.0,70.0,225.0,47.0,20.0,Field,,1,4,Medium Fast,0.4,63.0,0,0,0,Stunky,50.0,434,41.0,41.0,Skunk Pokémon,74.0,329.0,Poison,Dark,2,19.2
515,3,Stench,Aftermath,Keen Eye,93.0,168.0,70.0,60.0,67.0,20.0,Field,,1,4,Medium Fast,1.0,103.0,0,0,0,Skuntank,50.0,435,71.0,61.0,Skunk Pokémon,84.0,479.0,Poison,Dark,2,38.0
516,3,Levitate,Heatproof,Heavy Metal,24.0,60.0,70.0,255.0,86.0,20.0,Mineral,,1,4,Medium Fast,0.5,57.0,0,0,0,Bronzor,,436,24.0,86.0,Bronze Pokémon,23.0,300.0,Steel,Psychic,2,60.5
517,3,Levitate,Heatproof,Heavy Metal,89.0,175.0,70.0,90.0,116.0,20.0,Mineral,,1,4,Medium Fast,1.3,67.0,0,0,0,Bronzong,,437,79.0,116.0,Bronze Bell Pokémon,33.0,500.0,Steel,Psychic,2,187.0
518,3,Sturdy,Rock Head,Rattled,80.0,58.0,70.0,255.0,95.0,20.0,Undiscovered,,1,4,Medium Fast,0.5,50.0,0,0,0,Bonsly,50.0,438,10.0,45.0,Bonsai Pokémon,10.0,290.0,Rock,,1,15.0
519,3,Soundproof,Filter,Technician,25.0,62.0,70.0,145.0,45.0,25.0,Undiscovered,,1,4,Medium Fast,0.6,20.0,0,0,0,Mime Jr.,50.0,439,70.0,90.0,Mime Pokémon,60.0,310.0,Psychic,Fairy,2,13.0
520,3,Natural Cure,Serene Grace,Friend Guard,5.0,110.0,140.0,130.0,5.0,40.0,Undiscovered,,1,4,Fast,0.6,100.0,0,0,0,Happiny,0.0,440,15.0,65.0,Playhouse Pokémon,30.0,220.0,Normal,,1,24.4
521,3,Keen Eye,Tangled Feet,Big Pecks,65.0,144.0,35.0,30.0,45.0,20.0,Flying,,1,4,Medium Slow,0.5,76.0,0,0,0,Chatot,50.0,441,92.0,42.0,Music Note Pokémon,91.0,411.0,Normal,Flying,2,1.9
522,2,Pressure,,Infiltrator,92.0,170.0,70.0,100.0,108.0,30.0,Amorphous,,1,4,Medium Fast,1.0,50.0,0,0,0,Spiritomb,50.0,442,92.0,108.0,Forbidden Pokémon,35.0,485.0,Ghost,Dark,2,108.0
523,2,Sand Veil,,Rough Skin,70.0,60.0,70.0,45.0,45.0,40.0,Dragon,Monster,2,4,Slow,0.7,58.0,0,0,0,Gible,50.0,443,40.0,45.0,Land Shark Pokémon,42.0,300.0,Dragon,Ground,2,20.5
524,2,Sand Veil,,Rough Skin,90.0,144.0,70.0,45.0,65.0,40.0,Dragon,Monster,2,4,Slow,1.4,68.0,0,0,0,Gabite,50.0,444,50.0,55.0,Cave Pokémon,82.0,410.0,Dragon,Ground,2,56.0
525,2,Sand Veil,,Rough Skin,130.0,270.0,70.0,45.0,95.0,40.0,Dragon,Monster,2,4,Slow,1.9,108.0,0,0,0,Garchomp,50.0,445,80.0,85.0,Mach Pokémon,102.0,600.0,Dragon,Ground,2,95.0
526,1,Sand Force,,,170.0,315.0,70.0,45.0,115.0,40.0,Dragon,Monster,2,4,Slow,1.9,108.0,0,0,0,Mega Garchomp,50.0,445,120.0,95.0,Mach Pokémon,92.0,700.0,Dragon,Ground,2,95.0
527,3,Pickup,Thick Fat,Gluttony,85.0,78.0,70.0,50.0,40.0,40.0,Undiscovered,,1,4,Slow,0.6,135.0,0,0,0,Munchlax,87.5,446,40.0,85.0,Big Eater Pokémon,5.0,390.0,Normal,,1,105.0
528,3,Steadfast,Inner Focus,Prankster,70.0,57.0,70.0,75.0,40.0,25.0,Undiscovered,,1,4,Medium Slow,0.7,40.0,0,0,0,Riolu,87.5,447,35.0,40.0,Emanation Pokémon,60.0,285.0,Fighting,,1,20.2
529,3,Steadfast,Inner Focus,Justified,110.0,184.0,70.0,45.0,70.0,25.0,Field,Human-Like,2,4,Medium Slow,1.2,70.0,0,0,0,Lucario,87.5,448,115.0,70.0,Aura Pokémon,90.0,525.0,Fighting,Steel,2,54.0
530,1,Adaptability,,,145.0,219.0,70.0,45.0,88.0,25.0,Field,Human-Like,2,4,Medium Slow,1.3,70.0,0,0,0,Mega Lucario,87.5,448,140.0,70.0,Aura Pokémon,112.0,625.0,Fighting,Steel,2,57.5
531,2,Sand Stream,,Sand Force,72.0,66.0,70.0,140.0,78.0,30.0,Field,,1,4,Slow,0.8,68.0,0,0,0,Hippopotas,50.0,449,38.0,42.0,Hippo Pokémon,32.0,330.0,Ground,,1,49.5
532,2,Sand Stream,,Sand Force,112.0,184.0,70.0,60.0,118.0,30.0,Field,,1,4,Slow,2.0,108.0,0,0,0,Hippowdon,50.0,450,68.0,72.0,Heavyweight Pokémon,47.0,525.0,Ground,,1,300.0
533,3,Battle Armor,Sniper,Keen Eye,50.0,66.0,70.0,120.0,90.0,20.0,Bug,Water 3,2,4,Slow,0.8,40.0,0,0,0,Skorupi,50.0,451,30.0,55.0,Scorpion Pokémon,65.0,330.0,Poison,Bug,2,12.0
534,3,Battle Armor,Sniper,Keen Eye,90.0,175.0,70.0,45.0,110.0,20.0,Bug,Water 3,2,4,Slow,1.3,70.0,0,0,0,Drapion,50.0,452,60.0,75.0,Ogre Scorp Pokémon,95.0,500.0,Poison,Dark,2,61.5
535,3,Anticipation,Dry Skin,Poison Touch,61.0,60.0,100.0,140.0,40.0,10.0,Human-Like,,1,4,Medium Fast,0.7,48.0,0,0,0,Croagunk,50.0,453,61.0,40.0,Toxic Mouth Pokémon,50.0,300.0,Poison,Fighting,2,23.0
536,3,Anticipation,Dry Skin,Poison Touch,106.0,172.0,70.0,75.0,65.0,20.0,Human-Like,,1,4,Medium Fast,1.3,83.0,0,0,0,Toxicroak,50.0,454,86.0,65.0,Toxic Mouth Pokémon,85.0,490.0,Poison,Fighting,2,44.4
537,1,Levitate,,,100.0,159.0,70.0,200.0,72.0,25.0,Grass,,1,4,Slow,1.4,74.0,0,0,0,Carnivine,50.0,455,90.0,72.0,Bug Catcher Pokémon,46.0,454.0,Grass,,1,27.0
538,3,Swift Swim,Storm Drain,Water Veil,49.0,66.0,70.0,190.0,56.0,20.0,Water 2,,1,4,Erratic,0.4,49.0,0,0,0,Finneon,50.0,456,49.0,61.0,Wing Fish Pokémon,66.0,330.0,Water,,1,7.0
539,3,Swift Swim,Storm Drain,Water Veil,69.0,161.0,70.0,75.0,76.0,20.0,Water 2,,1,4,Erratic,1.2,69.0,0,0,0,Lumineon,50.0,457,69.0,86.0,Neon Pokémon,91.0,460.0,Water,,1,24.0
540,3,Swift Swim,Water Absorb,Water Veil,20.0,69.0,70.0,25.0,50.0,25.0,Undiscovered,,1,4,Slow,1.0,45.0,0,0,0,Mantyke,50.0,458,60.0,120.0,Kite Pokémon,50.0,345.0,Water,Flying,2,65.0
541,2,Snow Warning,,Soundproof,62.0,67.0,70.0,120.0,50.0,20.0,Grass,Monster,2,4,Slow,1.0,60.0,0,0,0,Snover,50.0,459,62.0,60.0,Frost Tree Pokémon,40.0,334.0,Grass,Ice,2,50.5
542,2,Snow Warning,,Soundproof,92.0,173.0,70.0,60.0,75.0,20.0,Grass,Monster,2,4,Slow,2.2,90.0,0,0,0,Abomasnow,50.0,460,92.0,85.0,Frost Tree Pokémon,60.0,494.0,Grass,Ice,2,135.5
543,1,Snow Warning,,,132.0,208.0,70.0,60.0,105.0,20.0,Grass,Monster,2,4,Slow,2.7,90.0,0,0,0,Mega Abomasnow,50.0,460,132.0,105.0,Frost Tree Pokémon,30.0,594.0,Grass,Ice,2,185.0
544,2,Pressure,,Pickpocket,120.0,179.0,35.0,45.0,65.0,20.0,Field,,1,4,Medium Slow,1.1,70.0,0,0,0,Weavile,50.0,461,45.0,85.0,Sharp Claw Pokémon,125.0,510.0,Dark,Ice,2,34.0
545,3,Magnet Pull,Sturdy,Analytic,70.0,241.0,70.0,30.0,115.0,20.0,Mineral,,1,4,Medium Fast,1.2,70.0,0,0,0,Magnezone,,462,130.0,90.0,Magnet Area Pokémon,60.0,535.0,Electric,Steel,2,180.0
546,3,Own Tempo,Oblivious,Cloud Nine,85.0,180.0,70.0,30.0,95.0,20.0,Monster,,1,4,Medium Fast,1.7,110.0,0,0,0,Lickilicky,50.0,463,80.0,95.0,Licking Pokémon,50.0,515.0,Normal,,1,140.0
547,3,Lightning Rod,Solid Rock,Reckless,140.0,241.0,70.0,30.0,130.0,20.0,Field,Monster,2,4,Slow,2.4,115.0,0,0,0,Rhyperior,50.0,464,55.0,55.0,Drill Pokémon,40.0,535.0,Ground,Rock,2,282.8
548,3,Chlorophyll,Leaf Guard,Regenerator,100.0,187.0,70.0,30.0,125.0,20.0,Grass,,1,4,Medium Fast,2.0,100.0,0,0,0,Tangrowth,50.0,465,110.0,50.0,Vine Pokémon,50.0,535.0,Grass,,1,128.6
549,2,Motor Drive,,Vital Spirit,123.0,243.0,70.0,30.0,67.0,25.0,Human-Like,,1,4,Medium Fast,1.8,75.0,0,0,0,Electivire,75.0,466,95.0,85.0,Thunderbolt Pokémon,95.0,540.0,Electric,,1,138.6
550,2,Flame Body,,Vital Spirit,95.0,243.0,70.0,30.0,67.0,25.0,Human-Like,,1,4,Medium Fast,1.6,75.0,0,0,0,Magmortar,75.0,467,125.0,95.0,Blast Pokémon,83.0,540.0,Fire,,1,68.0
